id,lon,lat,Panorama_ID,route_1,route_1_seq,route_2,route_2_seq,route_3,route_3_seq,INDEX_THERMAL,INDEX_BUILT ENVIRONMENT,INDEX_FAMILIARITY,INDEX_PROXIMITY,thermal_comfort,greenery_rate,seg_sky,shading_area,human_scale,Street furniture,seg_sidewalk,CCTV coverage,Lighting,Maintenance & cleanliness,Presence of other people,Street vendors seating,Shops,Street vendors,dist_to_city_hall,dist_to_bank,dist_to_healthcare,dist_to_education,dist_to_police,dist_to_hospital,Traffic_low_evening,Traffic_high_evening,Traffic_low_morning,Traffic_high_morning,DIST_EMERGENCY,DIST_CAREGIVING,DIST_BUREAROCRATIC
0,106.7491469,-6.1624138,street_view_collage_0,,,,,,,0.46,0.18,0.31,0.57,0.46,0.08,0.31,0.66,0.14,0.33,0.07,0.0,0.0,0.0,0.1,0.2,0.2,0.17,0.46,0.35,0.84,0.98,0.62,0.17,1.0,0.0,1.0,0.0,0.4,0.91,0.4
1,106.7362959,-6.1609133,street_view_collage_1,,,,,,,0.3,0.2,0.25,0.6,0.3,0.29,0.61,0.46,0.29,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.49,0.96,0.74,0.23,0.24,1.0,0.0,1.0,0.0,0.24,0.85,0.72
10,106.738771,-6.1645986,street_view_collage_10,,,,,,,0.54,0.4,0.38,0.63,0.54,0.22,0.71,0.61,0.3,0.0,0.08,0.5,0.14,1.0,0.0,0.6,0.2,0.33,0.99,0.65,0.53,0.88,0.4,0.36,1.0,0.0,1.0,0.0,0.38,0.7,0.82
100,106.7472862,-6.1815081,street_view_collage_100,,,,,,,0.6,0.35,0.3,0.68,0.6,0.56,0.5,0.5,0.52,0.33,0.08,0.0,0.14,0.5,0.05,0.0,0.1,0.0,0.84,0.5,0.38,0.93,0.76,0.65,1.0,0.0,1.0,0.0,0.7,0.66,0.67
101,106.7344176,-6.1668529,street_view_collage_101,,,route_2,5.0,,,0.23,0.24,0.4,0.57,0.23,0.01,0.62,0.5,0.03,0.0,0.04,0.0,0.43,0.5,0.4,0.0,0.8,0.33,0.93,0.15,0.77,0.84,0.32,0.44,1.0,0.0,1.0,0.0,0.38,0.8,0.54
102,106.7425945,-6.178778,street_view_collage_102,,,,,,,0.42,0.3,0.31,0.6,0.42,0.45,0.77,0.29,0.42,0.0,0.01,0.0,0.29,0.5,0.1,0.0,0.1,0.17,0.92,0.4,0.12,0.72,0.7,0.74,1.0,0.0,1.0,0.0,0.72,0.42,0.66
103,106.7481422,-6.1684749,street_view_collage_103,,,,,,,0.43,0.28,0.27,0.59,0.43,0.18,0.49,0.67,0.22,0.17,0.26,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.48,0.6,0.59,0.78,0.72,0.36,1.0,0.0,1.0,0.0,0.54,0.68,0.54
104,106.7303917,-6.1643367,street_view_collage_104,,,,,,,0.3,0.2,0.3,0.58,0.3,0.09,0.56,0.5,0.12,0.0,0.07,0.0,0.0,0.5,0.1,0.2,0.1,0.17,0.82,0.59,0.68,0.92,0.14,0.34,1.0,0.0,1.0,0.0,0.24,0.8,0.7
105,106.7373705,-6.167465,street_view_collage_105,,,,,,,0.54,0.33,0.31,0.55,0.54,0.55,0.36,0.8,0.73,0.0,0.04,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.84,0.33,0.51,0.76,0.43,0.46,1.0,0.0,1.0,0.0,0.44,0.64,0.58
106,106.7430905,-6.1752007,street_view_collage_106,,,,,,,0.42,0.32,0.26,0.6,0.42,0.32,0.61,0.46,0.38,0.0,0.28,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.52,0.48,0.39,0.84,0.74,0.63,1.0,0.0,1.0,0.0,0.68,0.62,0.5
107,106.7449255,-6.1644605,street_view_collage_107,,,,,,,0.41,0.24,0.26,0.66,0.41,0.34,0.3,0.65,0.31,0.0,0.08,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.79,0.56,0.88,0.87,0.53,0.29,1.0,0.0,1.0,0.0,0.41,0.88,0.68
108,106.7397501,-6.1804019,street_view_collage_108,,,,,,,0.26,0.29,0.29,0.52,0.26,0.47,0.64,0.24,0.47,0.0,0.01,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.51,0.23,0.12,0.75,0.64,0.84,1.0,0.0,1.0,0.0,0.74,0.44,0.37
109,106.7281134,-6.1640553,street_view_collage_109,,,,,,,0.43,0.16,0.39,0.52,0.43,0.13,0.42,0.67,0.17,0.0,0.01,0.0,0.0,0.0,0.15,0.4,0.3,0.5,0.58,0.82,0.44,0.92,0.05,0.31,1.0,0.0,1.0,0.0,0.18,0.68,0.7
11,106.7459912,-6.174097,street_view_collage_11,,,,,,,0.67,0.34,0.31,0.72,0.67,0.68,0.45,0.47,0.65,0.0,0.0,0.0,0.29,0.5,0.0,0.0,0.0,0.17,0.73,0.76,0.71,0.71,0.84,0.55,1.0,0.0,1.0,0.0,0.7,0.71,0.74
110,106.7481664,-6.1754515,street_view_collage_110,,,route_2,41.0,route_3,28.0,0.46,0.35,0.37,0.79,0.46,0.17,0.45,0.68,0.2,0.0,0.47,0.0,0.71,0.5,0.35,0.0,0.6,0.17,0.77,0.93,0.72,0.84,0.94,0.53,1.0,0.0,1.0,0.0,0.74,0.78,0.85
111,106.7403679,-6.163308,street_view_collage_111,,,,,,,0.75,0.33,0.3,0.6,0.75,0.63,0.17,0.82,0.66,0.0,0.21,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.87,0.58,0.6,0.4,0.3,1.0,0.0,1.0,0.0,0.35,0.59,0.86
112,106.7395537,-6.1648409,street_view_collage_112,,,,,,,0.44,0.33,0.28,0.6,0.44,0.37,0.32,0.78,0.51,0.0,0.47,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.88,0.69,0.47,0.76,0.43,0.36,1.0,0.0,1.0,0.0,0.4,0.62,0.78
113,106.7463185,-6.1845954,street_view_collage_113,,,,,,,0.69,0.45,0.28,0.55,0.69,0.53,0.66,0.56,0.51,0.33,0.03,0.5,0.43,0.5,0.0,0.0,0.0,0.0,0.59,0.38,0.38,0.45,0.77,0.71,1.0,0.0,1.0,0.0,0.74,0.42,0.48
114,106.748533,-6.1607402,street_view_collage_114,,,,,,,0.57,0.22,0.4,0.52,0.57,0.12,0.55,0.61,0.13,0.17,0.28,0.0,0.14,0.0,0.3,0.6,0.2,0.33,0.38,0.31,0.72,0.94,0.64,0.13,1.0,0.0,1.0,0.0,0.38,0.83,0.34
115,106.7511208,-6.1787622,street_view_collage_115,,,,,,,0.83,0.5,0.34,0.57,0.83,0.85,0.41,0.73,0.99,0.33,0.01,0.0,0.71,0.5,0.05,0.0,0.0,0.0,0.38,0.63,0.36,0.57,0.87,0.64,1.0,0.0,1.0,0.0,0.76,0.46,0.5
116,106.7386053,-6.1682463,street_view_collage_116,,,,,,,0.36,0.27,0.27,0.53,0.36,0.45,0.5,0.53,0.41,0.0,0.07,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.91,0.32,0.35,0.64,0.49,0.48,1.0,0.0,1.0,0.0,0.48,0.5,0.62
117,106.7406375,-6.176374,street_view_collage_117,,,,,,,0.64,0.22,0.29,0.54,0.64,0.46,0.09,0.88,0.46,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.5,0.24,0.21,0.9,0.65,0.71,1.0,0.0,1.0,0.0,0.68,0.56,0.37
118,106.7375624,-6.1820461,street_view_collage_118,,,,,,,0.47,0.35,0.29,0.56,0.47,0.61,0.59,0.31,0.6,0.0,0.1,0.0,0.43,0.5,0.0,0.0,0.0,0.0,0.7,0.47,0.25,0.37,0.66,0.92,1.0,0.0,1.0,0.0,0.79,0.31,0.58
119,106.7518399,-6.1825656,street_view_collage_119,,,route_2,51.0,route_3,38.0,0.41,0.37,0.42,0.71,0.41,0.48,0.48,0.72,0.55,0.0,0.33,0.0,0.29,0.5,0.25,0.0,0.3,0.67,0.91,0.75,0.77,0.4,0.73,0.73,0.5,0.5,1.0,0.0,0.73,0.58,0.83
12,106.7435014,-6.1669564,street_view_collage_12,,,,,,,0.68,0.36,0.39,0.56,0.68,0.75,0.26,0.71,0.74,0.17,0.07,0.0,0.0,0.5,0.1,0.4,0.1,0.17,0.54,0.46,0.69,0.7,0.59,0.39,1.0,0.0,1.0,0.0,0.49,0.7,0.5
120,106.7395151,-6.1667316,street_view_collage_120,,,,,,,0.35,0.39,0.34,0.53,0.35,0.3,0.36,0.66,0.38,0.33,0.04,0.0,0.43,1.0,0.1,0.4,0.0,0.17,0.7,0.51,0.33,0.75,0.48,0.42,1.0,0.0,1.0,0.0,0.45,0.54,0.6
121,106.7379939,-6.1618338,street_view_collage_121,,,,,route_3,8.0,0.65,0.36,0.42,0.64,0.65,0.53,0.12,0.88,0.57,0.17,0.64,0.0,0.29,0.0,0.1,0.0,0.3,0.83,0.78,0.68,0.82,0.98,0.3,0.27,1.0,0.0,1.0,0.0,0.29,0.9,0.73
122,106.7327644,-6.180724,street_view_collage_122,,,,,,,0.29,0.3,0.28,0.65,0.29,0.39,0.5,0.73,0.54,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.71,0.47,0.42,0.91,0.5,0.88,1.0,0.0,1.0,0.0,0.69,0.66,0.59
123,106.7331927,-6.1753433,street_view_collage_123,,,,,,,0.32,0.25,0.47,0.74,0.32,0.15,0.6,0.47,0.16,0.0,0.04,0.0,0.29,0.5,0.45,0.6,0.0,1.0,0.99,0.55,0.99,0.83,0.36,0.71,1.0,0.0,1.0,0.0,0.53,0.91,0.77
124,106.7465391,-6.1830503,street_view_collage_124,,,,,,,0.67,0.42,0.29,0.59,0.67,0.68,0.48,0.65,0.65,0.0,0.04,0.0,0.29,1.0,0.0,0.0,0.0,0.0,0.75,0.36,0.37,0.68,0.72,0.69,1.0,0.0,1.0,0.0,0.7,0.52,0.55
125,106.7545962,-6.1609632,street_view_collage_125,,,,,,,0.54,0.29,0.27,0.72,0.54,0.35,0.5,0.63,0.41,0.0,0.12,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.83,0.93,0.71,0.88,0.8,0.18,1.0,0.0,1.0,0.0,0.49,0.8,0.88
126,106.7342555,-6.1612113,street_view_collage_126,,,,,,,0.46,0.21,0.38,0.43,0.46,0.32,0.37,0.67,0.27,0.0,0.24,0.0,0.0,0.0,0.35,0.4,0.1,0.33,0.66,0.28,0.75,0.47,0.18,0.25,1.0,0.0,1.0,0.0,0.22,0.61,0.47
127,106.7503369,-6.1611833,street_view_collage_127,,,,,,,0.69,0.24,0.36,0.57,0.69,0.25,0.34,0.72,0.27,0.17,0.45,0.0,0.0,0.0,0.1,0.4,0.3,0.17,0.59,0.5,0.66,0.81,0.69,0.14,1.0,0.0,1.0,0.0,0.42,0.74,0.54
128,106.7395437,-6.1767241,street_view_collage_128,route_1,11.0,,,,,0.51,0.32,0.5,0.55,0.51,0.65,0.21,0.77,0.61,0.0,0.1,0.0,0.0,0.5,0.35,0.8,0.2,0.5,0.58,0.13,0.31,0.89,0.61,0.74,1.0,0.0,1.0,0.0,0.68,0.6,0.36
129,106.7438124,-6.1887616,street_view_collage_129,,,,,,,0.43,0.32,0.28,0.64,0.43,0.39,0.44,0.52,0.35,0.17,0.35,0.0,0.14,0.5,0.15,0.0,0.0,0.0,0.07,0.79,0.5,0.73,0.96,0.79,1.0,0.0,1.0,0.0,0.88,0.62,0.43
13,106.7375347,-6.1658124,street_view_collage_13,,,route_2,13.0,,,0.39,0.26,0.26,0.57,0.39,0.19,0.57,0.64,0.25,0.0,0.16,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.78,0.47,0.56,0.82,0.4,0.4,1.0,0.0,1.0,0.0,0.4,0.69,0.62
130,106.7482867,-6.1858847,street_view_collage_130,,,,,,,0.42,0.32,0.28,0.63,0.42,0.56,0.46,0.43,0.53,0.0,0.07,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.51,0.58,0.57,0.7,0.75,0.65,1.0,0.0,1.0,0.0,0.7,0.64,0.54
131,106.7400277,-6.1827683,street_view_collage_131,,,,,,,0.51,0.24,0.28,0.59,0.51,0.34,0.5,0.56,0.31,0.0,0.13,0.0,0.29,0.0,0.1,0.0,0.1,0.0,0.58,0.42,0.34,0.59,0.73,0.89,1.0,0.0,1.0,0.0,0.81,0.46,0.5
132,106.7410467,-6.1799016,street_view_collage_132,,,,,,,0.42,0.38,0.3,0.55,0.42,0.43,0.7,0.34,0.45,0.0,0.23,0.0,0.29,1.0,0.05,0.0,0.0,0.17,0.7,0.2,0.04,0.91,0.64,0.8,1.0,0.0,1.0,0.0,0.72,0.48,0.45
133,106.7443398,-6.1755437,street_view_collage_133,,,,,,,0.63,0.39,0.31,0.67,0.63,0.78,0.44,0.55,0.77,0.0,0.15,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.7,0.61,0.48,0.85,0.79,0.62,1.0,0.0,1.0,0.0,0.7,0.66,0.66
134,106.749551,-6.1834232,street_view_collage_134,route_1,23.0,,,,,0.15,0.29,0.35,0.68,0.15,0.26,0.52,0.41,0.25,0.0,0.34,0.0,0.29,0.5,0.2,0.4,0.0,0.33,0.76,0.67,0.69,0.55,0.71,0.67,1.0,0.0,1.0,0.0,0.69,0.62,0.72
135,106.7423308,-6.1740282,street_view_collage_135,,,,,,,0.19,0.36,0.28,0.54,0.19,0.44,0.75,0.22,0.5,0.0,0.03,0.0,0.29,1.0,0.05,0.0,0.0,0.0,0.37,0.42,0.35,0.75,0.71,0.61,1.0,0.0,1.0,0.0,0.66,0.55,0.4
136,106.7491732,-6.1797698,street_view_collage_136,,,route_2,45.0,route_3,32.0,0.17,0.25,0.35,0.67,0.17,0.19,0.58,0.41,0.18,0.33,0.05,0.0,0.0,0.5,0.35,0.0,0.6,0.0,0.64,0.67,0.39,0.89,0.84,0.61,1.0,0.0,1.0,0.0,0.72,0.64,0.66
137,106.7355427,-6.1620247,street_view_collage_137,,,,,,,0.35,0.24,0.23,0.53,0.35,0.05,0.67,0.48,0.08,0.0,0.11,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.76,0.42,0.82,0.69,0.24,0.28,1.0,0.0,1.0,0.0,0.26,0.75,0.59
138,106.7357994,-6.165913,street_view_collage_138,,,route_2,8.0,,,0.5,0.21,0.28,0.58,0.5,0.29,0.22,0.79,0.4,0.0,0.01,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.71,0.33,0.73,0.94,0.35,0.41,1.0,0.0,1.0,0.0,0.38,0.84,0.52
139,106.7292892,-6.1636529,street_view_collage_139,,,,,,,0.42,0.23,0.33,0.55,0.42,0.04,0.6,0.62,0.11,0.17,0.01,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.74,0.7,0.55,0.9,0.09,0.31,1.0,0.0,1.0,0.0,0.2,0.73,0.72
14,106.7385904,-6.1656618,street_view_collage_14,,,route_2,16.0,,,0.29,0.23,0.26,0.59,0.29,0.18,0.63,0.47,0.25,0.0,0.01,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.87,0.56,0.46,0.82,0.42,0.39,1.0,0.0,1.0,0.0,0.4,0.64,0.72
140,106.744193,-6.1631882,street_view_collage_140,,,,,,,0.37,0.15,0.31,0.68,0.37,0.05,0.31,0.62,0.1,0.17,0.06,0.0,0.0,0.0,0.15,0.2,0.2,0.17,0.89,0.69,0.92,0.86,0.48,0.26,1.0,0.0,1.0,0.0,0.37,0.89,0.79
141,106.7458511,-6.1723914,street_view_collage_141,,,,,,,0.81,0.38,0.31,0.66,0.81,0.71,0.72,0.38,0.78,0.0,0.04,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.5,0.81,0.73,0.59,0.81,0.51,1.0,0.0,1.0,0.0,0.66,0.66,0.66
142,106.7446257,-6.1816327,street_view_collage_142,,,,,,,0.43,0.37,0.29,0.52,0.43,0.55,0.47,0.4,0.6,0.0,0.04,0.0,0.29,1.0,0.0,0.0,0.0,0.0,0.6,0.38,0.13,0.57,0.7,0.74,1.0,0.0,1.0,0.0,0.72,0.35,0.49
143,106.7458168,-6.1711101,street_view_collage_143,,,,,,,0.79,0.38,0.45,0.61,0.79,0.63,0.26,0.78,0.6,0.33,0.01,0.0,0.29,0.5,0.2,0.2,0.7,0.33,0.32,0.76,0.68,0.64,0.77,0.47,1.0,0.0,1.0,0.0,0.62,0.66,0.54
144,106.7379256,-6.1657566,street_view_collage_144,,,route_2,14.0,,,0.37,0.26,0.27,0.58,0.37,0.28,0.34,0.68,0.39,0.0,0.05,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.82,0.51,0.52,0.84,0.41,0.4,1.0,0.0,1.0,0.0,0.4,0.68,0.66
145,106.7513124,-6.1832813,street_view_collage_145,route_1,25.0,route_2,53.0,route_3,40.0,0.89,0.4,0.31,0.75,0.89,0.75,0.13,0.87,0.71,0.17,0.36,0.0,0.14,0.5,0.05,0.0,0.0,0.0,0.94,0.8,0.82,0.5,0.71,0.72,1.0,0.0,1.0,0.0,0.72,0.66,0.87
146,106.7541557,-6.1888755,street_view_collage_146,,,,,,,0.69,0.41,0.33,0.67,0.69,0.79,0.49,0.6,0.87,0.17,0.01,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.45,0.87,0.53,0.8,0.56,0.84,1.0,0.0,1.0,0.0,0.7,0.66,0.66
147,106.7445996,-6.1783485,street_view_collage_147,,,,,,,0.47,0.32,0.3,0.64,0.47,0.69,0.4,0.44,0.66,0.0,0.18,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.78,0.61,0.29,0.72,0.78,0.68,1.0,0.0,1.0,0.0,0.73,0.5,0.7
148,106.758117,-6.1601974,street_view_collage_148,,,,,,,0.41,0.21,0.36,0.72,0.41,0.25,0.47,0.63,0.25,0.17,0.15,0.0,0.0,0.0,0.1,0.4,0.2,0.33,0.95,0.72,0.87,0.76,0.85,0.17,1.0,0.0,1.0,0.0,0.51,0.82,0.84
149,106.7368283,-6.1659018,street_view_collage_149,,,route_2,11.0,,,0.32,0.22,0.26,0.57,0.32,0.17,0.32,0.61,0.25,0.0,0.13,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.7,0.41,0.63,0.88,0.38,0.41,1.0,0.0,1.0,0.0,0.4,0.76,0.55
15,106.7383681,-6.1829386,street_view_collage_15,,,,,,,0.04,0.13,0.27,0.62,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.53,0.36,0.41,0.71,0.93,1.0,0.0,1.0,0.0,0.82,0.38,0.65
150,106.7561973,-6.1857301,street_view_collage_150,,,,,,,0.67,0.27,0.3,0.73,0.67,0.61,0.25,0.78,0.61,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0.84,0.77,0.58,0.75,0.54,0.9,1.0,0.0,1.0,0.0,0.72,0.66,0.8
151,106.7400369,-6.1736969,street_view_collage_151,,,,,,,0.52,0.28,0.28,0.45,0.52,0.58,0.19,0.71,0.54,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.41,0.2,0.26,0.59,0.62,0.64,1.0,0.0,1.0,0.0,0.63,0.42,0.3
152,106.7377147,-6.1671002,street_view_collage_152,,,,,,,0.52,0.34,0.28,0.55,0.52,0.38,0.44,0.62,0.37,0.33,0.44,0.0,0.0,0.5,0.05,0.0,0.1,0.0,0.81,0.38,0.5,0.74,0.43,0.44,1.0,0.0,1.0,0.0,0.44,0.62,0.6
153,106.7436156,-6.1836031,street_view_collage_153,,,,,,,0.51,0.28,0.27,0.49,0.51,0.35,0.62,0.54,0.46,0.0,0.01,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.38,0.27,0.26,0.45,0.78,0.79,1.0,0.0,1.0,0.0,0.78,0.36,0.32
154,106.7390679,-6.1779733,street_view_collage_154,,,,,,,0.58,0.32,0.28,0.52,0.58,0.38,0.53,0.68,0.44,0.0,0.04,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.58,0.06,0.32,0.77,0.58,0.78,1.0,0.0,1.0,0.0,0.68,0.55,0.32
155,106.7441016,-6.1682715,street_view_collage_155,,,,,,,0.58,0.24,0.28,0.53,0.58,0.51,0.25,0.65,0.51,0.0,0.08,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.48,0.43,0.63,0.62,0.64,0.42,1.0,0.0,1.0,0.0,0.53,0.62,0.45
156,106.7368326,-6.1678192,street_view_collage_156,,,,,,,0.4,0.36,0.28,0.56,0.4,0.48,0.55,0.66,0.53,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.83,0.27,0.53,0.86,0.42,0.47,1.0,0.0,1.0,0.0,0.44,0.7,0.55
157,106.7414457,-6.1649447,street_view_collage_157,,,,,,,0.23,0.31,0.28,0.65,0.23,0.51,0.39,0.52,0.46,0.0,0.28,0.0,0.14,0.5,0.05,0.0,0.0,0.0,0.88,0.72,0.6,0.85,0.48,0.35,1.0,0.0,1.0,0.0,0.42,0.72,0.8
158,106.7485758,-6.184457,street_view_collage_158,,,,,,,0.67,0.42,0.3,0.65,0.67,0.6,0.55,0.63,0.6,0.33,0.04,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.7,0.6,0.61,0.61,0.71,0.65,1.0,0.0,1.0,0.0,0.68,0.61,0.65
159,106.7465149,-6.1821189,street_view_collage_159,,,,,,,0.47,0.38,0.3,0.63,0.47,0.71,0.23,0.71,0.68,0.0,0.28,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.77,0.42,0.34,0.79,0.73,0.69,1.0,0.0,1.0,0.0,0.71,0.57,0.6
16,106.7442705,-6.1645635,street_view_collage_16,,,,,,,0.28,0.25,0.26,0.64,0.28,0.31,0.35,0.63,0.38,0.0,0.04,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.71,0.61,0.82,0.86,0.52,0.31,1.0,0.0,1.0,0.0,0.42,0.84,0.66
160,106.7378097,-6.1780301,street_view_collage_160,,,,,,,0.29,0.3,0.29,0.54,0.29,0.5,0.65,0.28,0.58,0.0,0.02,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.7,0.09,0.43,0.71,0.53,0.8,1.0,0.0,1.0,0.0,0.66,0.57,0.39
161,106.7454451,-6.1606953,street_view_collage_161,,,,,route_3,21.0,0.43,0.23,0.38,0.66,0.43,0.06,0.25,0.72,0.12,0.0,0.02,0.0,0.43,0.5,0.25,0.8,0.1,0.17,0.73,0.55,0.99,0.96,0.53,0.17,1.0,0.0,1.0,0.0,0.35,0.98,0.64
162,106.7534164,-6.1891505,street_view_collage_162,,,,,,,0.61,0.36,0.3,0.64,0.61,0.65,0.6,0.58,0.68,0.0,0.06,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.38,0.87,0.53,0.69,0.59,0.82,1.0,0.0,1.0,0.0,0.7,0.61,0.62
163,106.7504628,-6.1811449,street_view_collage_163,,,route_2,49.0,route_3,36.0,0.15,0.25,0.46,0.66,0.15,0.17,0.53,0.35,0.13,0.17,0.6,0.0,0.29,0.0,0.25,0.6,0.5,0.67,0.66,0.56,0.58,0.69,0.79,0.67,0.5,0.5,1.0,0.0,0.73,0.64,0.61
164,106.7529602,-6.1875726,street_view_collage_164,,,,,,,0.52,0.43,0.3,0.69,0.52,0.66,0.44,0.59,0.65,0.33,0.18,0.5,0.0,0.5,0.05,0.0,0.0,0.0,0.53,0.81,0.7,0.71,0.6,0.81,1.0,0.0,1.0,0.0,0.7,0.7,0.67
165,106.738665,-6.1737764,street_view_collage_165,,,,,,,0.25,0.26,0.27,0.48,0.25,0.43,0.51,0.41,0.4,0.0,0.07,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.56,0.05,0.4,0.65,0.57,0.65,1.0,0.0,1.0,0.0,0.61,0.52,0.31
166,106.7483536,-6.1646637,street_view_collage_166,,,,,,,0.51,0.35,0.46,0.58,0.51,0.62,0.24,0.88,0.71,0.33,0.05,0.0,0.29,0.0,0.45,0.2,0.6,0.17,0.72,0.23,0.86,0.82,0.58,0.25,1.0,0.0,1.0,0.0,0.42,0.84,0.48
167,106.7472715,-6.1835516,street_view_collage_167,,,,,,,0.27,0.34,0.34,0.62,0.27,0.47,0.43,0.61,0.51,0.0,0.05,0.0,0.0,1.0,0.2,0.2,0.0,0.17,0.79,0.45,0.46,0.64,0.72,0.67,1.0,0.0,1.0,0.0,0.7,0.55,0.62
168,106.7513987,-6.1787242,street_view_collage_168,,,,,,,0.75,0.33,0.3,0.57,0.75,0.61,0.42,0.62,0.66,0.0,0.05,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.53,0.87,0.64,1.0,0.0,1.0,0.0,0.76,0.45,0.49
169,106.7436577,-6.1851313,street_view_collage_169,,,,,,,0.57,0.45,0.37,0.56,0.57,0.79,0.22,0.83,0.88,0.0,0.05,0.0,0.29,1.0,0.1,0.2,0.0,0.17,0.26,0.43,0.37,0.66,0.84,0.8,1.0,0.0,1.0,0.0,0.82,0.52,0.34
17,106.7427441,-6.1632815,street_view_collage_17,,,,,,,0.39,0.23,0.33,0.65,0.39,0.29,0.06,0.65,0.32,0.17,0.15,0.0,0.43,0.0,0.05,0.4,0.0,0.17,0.75,0.82,0.81,0.79,0.45,0.28,1.0,0.0,1.0,0.0,0.36,0.8,0.78
170,106.7416212,-6.1627072,street_view_collage_170,,,route_2,28.0,,,0.2,0.24,0.32,0.64,0.2,0.12,0.4,0.6,0.16,0.0,0.38,0.0,0.0,0.5,0.05,0.0,0.3,0.33,0.79,0.94,0.72,0.73,0.41,0.27,1.0,0.0,1.0,0.0,0.34,0.72,0.86
171,106.7449502,-6.1866995,street_view_collage_171,,,,,,,0.54,0.35,0.3,0.58,0.54,0.48,0.39,0.7,0.44,0.17,0.22,0.0,0.29,0.5,0.25,0.0,0.0,0.0,0.25,0.6,0.34,0.66,0.87,0.76,1.0,0.0,1.0,0.0,0.82,0.5,0.42
172,106.7417923,-6.1754161,street_view_collage_172,,,,,,,0.32,0.28,0.27,0.52,0.32,0.4,0.51,0.37,0.43,0.0,0.06,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.46,0.35,0.25,0.69,0.7,0.66,1.0,0.0,1.0,0.0,0.68,0.47,0.4
173,106.7395029,-6.1644941,street_view_collage_173,,,,,,,0.5,0.32,0.26,0.61,0.5,0.34,0.52,0.57,0.32,0.0,0.32,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.89,0.71,0.5,0.77,0.42,0.35,1.0,0.0,1.0,0.0,0.38,0.64,0.8
174,106.7383687,-6.1833939,street_view_collage_174,,,,,,,0.04,0.13,0.27,0.63,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.57,0.41,0.36,0.72,0.94,1.0,0.0,1.0,0.0,0.83,0.38,0.69
175,106.7388211,-6.1733588,street_view_collage_175,,,,,,,0.39,0.37,0.3,0.46,0.39,0.61,0.5,0.42,0.64,0.0,0.38,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.51,0.08,0.38,0.59,0.57,0.64,1.0,0.0,1.0,0.0,0.6,0.48,0.3
176,106.7481341,-6.1678224,street_view_collage_176,,,,,,,0.4,0.21,0.28,0.6,0.4,0.11,0.51,0.56,0.12,0.0,0.12,0.0,0.0,0.5,0.1,0.2,0.1,0.0,0.56,0.53,0.64,0.81,0.69,0.34,1.0,0.0,1.0,0.0,0.52,0.73,0.55
