id,lon,lat,Panorama_ID,route_1,route_1_seq,route_2,route_2_seq,route_3,route_3_seq,INDEX_THERMAL,INDEX_BUILT ENVIRONMENT,INDEX_FAMILIARITY,INDEX_PROXIMITY,thermal_comfort,greenery_rate,seg_sky,shading_area,human_scale,Street furniture,seg_sidewalk,CCTV coverage,Lighting,Maintenance & cleanliness,Presence of other people,Street vendors seating,Shops,Street vendors,dist_to_city_hall,dist_to_bank,dist_to_healthcare,dist_to_education,dist_to_police,dist_to_hospital,Traffic_low_evening,Traffic_high_evening,Traffic_low_morning,Traffic_high_morning,DIST_EMERGENCY,DIST_CAREGIVING,DIST_BUREAROCRATIC
8,106.7373286,-6.1671513,street_view_collage_8,,,,,,,0.56,0.32,0.26,0.56,0.56,0.17,0.44,0.67,0.25,0.0,0.57,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.8,0.35,0.53,0.79,0.42,0.45,1.0,0.0,1.0,0.0,0.44,0.66,0.57
80,106.7321354,-6.1591275,street_view_collage_80,,,,,,,0.64,0.22,0.33,0.39,0.64,0.22,0.2,0.91,0.33,0.17,0.03,0.0,0.14,0.0,0.4,0.0,0.1,0.17,0.63,0.2,0.71,0.56,0.07,0.18,1.0,0.0,1.0,0.0,0.12,0.64,0.42
800,106.7462855,-6.1735982,street_view_collage_800,,,,,,,0.53,0.29,0.28,0.71,0.53,0.52,0.28,0.58,0.5,0.0,0.07,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.67,0.82,0.76,0.65,0.85,0.53,1.0,0.0,1.0,0.0,0.69,0.7,0.74
801,106.7441339,-6.1696658,street_view_collage_801,,,,,,,0.04,0.13,0.27,0.49,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.53,0.5,0.48,0.68,0.46,1.0,0.0,1.0,0.0,0.57,0.49,0.42
802,106.7471303,-6.1850197,street_view_collage_802,,,,,,,0.6,0.36,0.29,0.58,0.6,0.36,0.47,0.7,0.39,0.17,0.14,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.6,0.46,0.46,0.49,0.77,0.69,1.0,0.0,1.0,0.0,0.73,0.48,0.53
803,106.7490851,-6.1660182,street_view_collage_803,,,route_2,38.0,route_3,25.0,0.29,0.31,0.32,0.58,0.29,0.52,0.34,0.63,0.49,0.0,0.04,0.0,0.29,0.5,0.1,0.0,0.3,0.0,0.61,0.33,0.7,0.93,0.63,0.27,1.0,0.0,1.0,0.0,0.45,0.82,0.47
804,106.7330372,-6.1838057,street_view_collage_804,,,,,,,0.34,0.29,0.28,0.58,0.34,0.39,0.42,0.67,0.52,0.0,0.11,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.56,0.61,0.16,0.61,0.58,0.97,1.0,0.0,1.0,0.0,0.77,0.38,0.58
805,106.7497808,-6.1627191,street_view_collage_805,,,,,,,0.36,0.12,0.32,0.56,0.36,0.04,0.36,0.61,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.3,0.33,0.42,0.4,0.79,0.96,0.63,0.18,1.0,0.0,1.0,0.0,0.4,0.88,0.41
806,106.7401198,-6.1754978,street_view_collage_806,,,,,,,0.42,0.27,0.27,0.51,0.42,0.4,0.63,0.39,0.46,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.18,0.27,0.78,0.63,0.69,1.0,0.0,1.0,0.0,0.66,0.52,0.34
807,106.7399403,-6.1664416,street_view_collage_807,,,,,,,0.38,0.24,0.25,0.55,0.38,0.22,0.52,0.63,0.27,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.55,0.37,0.82,0.48,0.41,1.0,0.0,1.0,0.0,0.44,0.6,0.62
808,106.7489235,-6.1608512,street_view_collage_808,,,,,,,0.33,0.24,0.3,0.54,0.33,0.18,0.34,0.7,0.26,0.17,0.02,0.0,0.0,0.5,0.05,0.2,0.0,0.17,0.42,0.35,0.72,0.99,0.65,0.13,1.0,0.0,1.0,0.0,0.39,0.86,0.38
809,106.7333977,-6.1673794,street_view_collage_809,route_1,5.0,,,,,0.48,0.28,0.31,0.6,0.48,0.17,0.58,0.54,0.19,0.33,0.23,0.0,0.0,0.5,0.0,0.0,0.4,0.17,0.89,0.22,0.73,0.99,0.29,0.45,1.0,0.0,1.0,0.0,0.37,0.86,0.56
81,106.7557193,-6.1604634,street_view_collage_81,,,,,,,0.38,0.39,0.39,0.77,0.38,0.08,0.8,0.52,0.09,0.17,0.38,0.5,0.43,0.5,0.15,0.2,0.7,0.33,0.89,0.97,0.84,0.93,0.84,0.17,1.0,0.0,1.0,0.0,0.5,0.88,0.93
810,106.7493924,-6.1648177,street_view_collage_810,,,,,,,0.34,0.18,0.35,0.57,0.34,0.06,0.47,0.61,0.1,0.0,0.05,0.0,0.29,0.0,0.1,0.0,0.6,0.33,0.58,0.26,0.79,0.98,0.58,0.23,1.0,0.0,1.0,0.0,0.4,0.88,0.42
811,106.7335273,-6.1637035,street_view_collage_811,,,,,,,0.56,0.28,0.3,0.54,0.56,0.25,0.25,0.79,0.32,0.17,0.12,0.0,0.14,0.5,0.2,0.0,0.2,0.0,0.68,0.26,0.89,0.83,0.22,0.33,1.0,0.0,1.0,0.0,0.28,0.86,0.47
812,106.7392806,-6.1607511,street_view_collage_812,,,,,,,0.14,0.23,0.26,0.61,0.14,0.11,0.68,0.44,0.12,0.0,0.73,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.83,0.77,0.73,0.82,0.3,0.23,1.0,0.0,1.0,0.0,0.26,0.77,0.8
813,106.7556289,-6.1822989,street_view_collage_813,,,,,,,0.04,0.13,0.27,0.7,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.66,0.57,0.74,0.66,0.83,1.0,0.0,1.0,0.0,0.74,0.66,0.71
814,106.7527932,-6.1626643,street_view_collage_814,,,,,,,0.36,0.19,0.3,0.58,0.36,0.37,0.27,0.63,0.33,0.0,0.13,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.77,0.68,0.48,0.61,0.71,0.21,1.0,0.0,1.0,0.0,0.46,0.54,0.73
815,106.7333228,-6.1730064,street_view_collage_815,route_1,8.0,,,,,0.47,0.19,0.4,0.61,0.47,0.18,0.45,0.63,0.19,0.0,0.22,0.0,0.0,0.0,0.3,0.2,0.4,0.5,0.7,0.42,0.78,0.79,0.36,0.64,1.0,0.0,1.0,0.0,0.5,0.78,0.56
816,106.7418239,-6.1641504,street_view_collage_816,,,,,,,0.52,0.28,0.27,0.65,0.52,0.37,0.64,0.64,0.46,0.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.68,0.72,0.46,0.32,1.0,0.0,1.0,0.0,0.39,0.7,0.85
817,106.7510526,-6.1899605,street_view_collage_817,,,,,,,0.57,0.31,0.29,0.56,0.57,0.47,0.3,0.7,0.49,0.0,0.15,0.0,0.14,0.5,0.1,0.0,0.0,0.0,0.11,0.94,0.44,0.49,0.68,0.74,1.0,0.0,1.0,0.0,0.71,0.46,0.52
818,106.7515527,-6.177954,street_view_collage_818,,,,,,,0.76,0.38,0.31,0.57,0.76,0.71,0.64,0.45,0.8,0.0,0.01,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.27,0.63,0.37,0.61,0.89,0.63,1.0,0.0,1.0,0.0,0.76,0.49,0.45
82,106.7501415,-6.1611298,street_view_collage_82,,,,,,,0.74,0.18,0.27,0.56,0.74,0.3,0.09,0.76,0.3,0.17,0.01,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.56,0.48,0.67,0.84,0.68,0.13,1.0,0.0,1.0,0.0,0.4,0.76,0.52
83,106.7404254,-6.1819319,street_view_collage_83,,,,,,,0.04,0.13,0.27,0.55,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.32,0.24,0.73,0.71,0.86,1.0,0.0,1.0,0.0,0.78,0.48,0.4
84,106.7463438,-6.1855108,street_view_collage_84,,,,,,,0.8,0.41,0.3,0.54,0.8,0.6,0.33,0.79,0.6,0.0,0.11,0.0,0.29,1.0,0.1,0.0,0.0,0.0,0.49,0.47,0.37,0.41,0.8,0.71,1.0,0.0,1.0,0.0,0.76,0.39,0.48
85,106.7375028,-6.1632881,street_view_collage_85,,,,,,,0.29,0.32,0.39,0.61,0.29,0.22,0.46,0.56,0.21,0.0,0.34,0.0,0.57,0.5,0.5,0.4,0.2,0.17,0.76,0.61,0.71,0.94,0.33,0.32,1.0,0.0,1.0,0.0,0.32,0.82,0.68
86,106.7325644,-6.1645835,street_view_collage_86,,,,,,,0.54,0.21,0.25,0.58,0.54,0.28,0.09,0.67,0.29,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.36,0.91,0.93,0.21,0.36,1.0,0.0,1.0,0.0,0.28,0.92,0.55
87,106.7342404,-6.178702,street_view_collage_87,,,,,,,0.66,0.23,0.3,0.64,0.66,0.49,0.44,0.71,0.44,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.84,0.44,0.62,0.64,0.48,0.83,1.0,0.0,1.0,0.0,0.66,0.63,0.64
88,106.7423873,-6.1807813,street_view_collage_88,,,,,,,0.48,0.34,0.37,0.57,0.48,0.37,0.72,0.46,0.44,0.0,0.14,0.0,0.43,0.5,0.4,0.0,0.5,0.0,0.75,0.28,0.07,0.86,0.68,0.78,1.0,0.0,1.0,0.0,0.73,0.46,0.52
89,106.739771,-6.1842325,street_view_collage_89,,,,,,,0.28,0.34,0.28,0.63,0.28,0.49,0.37,0.63,0.54,0.0,0.24,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.66,0.54,0.49,0.39,0.78,0.92,1.0,0.0,1.0,0.0,0.85,0.44,0.6
9,106.7506471,-6.189047,street_view_collage_9,,,,,,,0.72,0.28,0.27,0.6,0.72,0.4,0.31,0.84,0.46,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.19,0.86,0.52,0.63,0.7,0.73,1.0,0.0,1.0,0.0,0.72,0.57,0.52
90,106.7446114,-6.1711413,street_view_collage_90,,,,,,,0.5,0.41,0.29,0.54,0.5,0.46,0.57,0.51,0.57,0.17,0.13,0.5,0.29,0.5,0.0,0.0,0.0,0.0,0.28,0.65,0.57,0.5,0.74,0.49,1.0,0.0,1.0,0.0,0.62,0.53,0.46
91,106.7368552,-6.1906674,street_view_collage_91,,,,,,,0.46,0.41,0.39,0.61,0.46,0.65,0.62,0.43,0.72,0.33,0.17,0.0,0.29,0.5,0.15,0.4,0.1,0.17,0.45,0.78,0.72,0.0,0.77,0.92,1.0,0.0,1.0,0.0,0.84,0.36,0.62
92,106.746071,-6.1809331,street_view_collage_92,,,,,,,0.82,0.36,0.3,0.61,0.82,0.74,0.47,0.5,0.71,0.0,0.0,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.66,0.52,0.24,0.79,0.76,0.68,1.0,0.0,1.0,0.0,0.72,0.52,0.59
93,106.740785,-6.1727572,street_view_collage_93,,,,,,,0.04,0.13,0.27,0.41,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.28,0.2,0.46,0.64,0.6,1.0,0.0,1.0,0.0,0.62,0.33,0.29
94,106.7298937,-6.1646772,street_view_collage_94,,,,,,,0.41,0.21,0.26,0.57,0.41,0.11,0.45,0.68,0.15,0.0,0.01,0.0,0.0,0.5,0.15,0.0,0.0,0.0,0.74,0.64,0.63,0.91,0.13,0.34,1.0,0.0,1.0,0.0,0.24,0.77,0.69
95,106.7463964,-6.1715824,street_view_collage_95,,,,,,,0.67,0.38,0.42,0.66,0.67,0.8,0.05,0.87,0.8,0.17,0.12,0.0,0.14,0.5,0.0,0.4,0.4,0.17,0.39,0.84,0.76,0.68,0.8,0.47,1.0,0.0,1.0,0.0,0.64,0.72,0.62
96,106.7573326,-6.1580336,street_view_collage_96,,,,,,,0.27,0.17,0.49,0.69,0.27,0.04,0.66,0.48,0.04,0.33,0.01,0.0,0.0,0.0,0.5,0.6,0.6,0.67,0.72,0.68,0.85,0.83,0.93,0.1,1.0,0.0,1.0,0.0,0.52,0.84,0.7
97,106.7440706,-6.1669353,street_view_collage_97,,,,,,,0.63,0.43,0.31,0.58,0.63,0.79,0.39,0.61,0.75,0.5,0.01,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.61,0.44,0.74,0.75,0.6,0.38,1.0,0.0,1.0,0.0,0.49,0.74,0.52
98,106.7444261,-6.1804495,street_view_collage_98,,,,,,,0.49,0.36,0.33,0.55,0.49,0.81,0.12,0.83,0.91,0.0,0.05,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.75,0.46,0.09,0.57,0.73,0.72,1.0,0.0,1.0,0.0,0.72,0.33,0.6
99,106.7374518,-6.1680726,street_view_collage_99,,,,,,,0.48,0.29,0.26,0.56,0.48,0.33,0.51,0.59,0.37,0.0,0.31,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.91,0.28,0.46,0.8,0.44,0.48,1.0,0.0,1.0,0.0,0.46,0.63,0.6
819,106.7363753,-6.172504400000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,106.7498173,-6.1863872,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,106.7541829,-6.189843399999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,106.7328958,-6.181693900000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,106.75006410000002,-6.188371799999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,106.7428651,-6.170701900000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,106.73672,-6.1790543,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,106.7318702,-6.1881706,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,106.7427581,-6.180813299999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,106.7328944,-6.181615200000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,106.7500006,-6.186802099999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,106.7557583,-6.183493900000002,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,106.750664,-6.1854194,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,106.7558871,-6.1836524,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,106.750054,-6.1883201,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,106.7328288,-6.181697200000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,106.7466567,-6.1871762,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,106.7307958,-6.185649699999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,106.7466454,-6.186636899999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,106.7298431,-6.1849199,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,106.72749,-6.162671300000002,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,106.7410129,-6.161642699999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,106.7361044,-6.1711266,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,106.7303296,-6.1850745,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,106.7296839,-6.1843208,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,106.7298579,-6.1849784,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,106.7422494,-6.1724957,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,106.7417872,-6.183044899999997,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,106.7424351,-6.1695305,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,106.7302727,-6.1848433,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,106.7421494,-6.169561900000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,106.7369823,-6.179024399999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,106.7275153,-6.165288199999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,106.7421887,-6.171720599999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,106.7298572,-6.185234199999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,106.7420094,-6.169534799999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,106.7296473,-6.1850261,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,106.7424565,-6.176239,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,106.7538472,-6.1898561999999995,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,106.7424734,-6.1766383000000005,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,106.73641630000002,-6.172145399999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,106.7582392,-6.185987000000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,106.7319885,-6.181921699999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,106.7268837,-6.1613817,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,106.7369004,-6.172009799999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,106.7325969,-6.1837441,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,106.7271374,-6.1539921999999985,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,106.7271979,-6.1616288999999975,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,106.7419124,-6.168119700000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,106.7408274,-6.161309299999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,106.7419746,-6.1679695,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,106.7328275,-6.1816176,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,106.7548621,-6.185886900000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,106.7463812,-6.1866466,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,106.72753490000001,-6.161022599999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,106.72782020000001,-6.1607197,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,106.743245,-6.1867641,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,106.754775,-6.1860919999999995,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,106.7331564,-6.1793993999999985,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,106.7374634,-6.179107700000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,106.7519286,-6.190638999999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,106.7376943,-6.188917399999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,106.7546946,-6.185985100000002,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,106.7376964,-6.189048,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,106.7376732,-6.189081500000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,106.7355866,-6.1714944,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,106.7374578,-6.189076599999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,106.7269934,-6.159135,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,106.73615910000001,-6.171262200000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,106.7458336,-6.190965899999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,106.7382313,-6.188927399999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,106.7268857,-6.1612952,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,106.7360393,-6.1712693,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,106.7332149,-6.179320800000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,106.7472466,-6.170609300000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,106.75117080000001,-6.178443200000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,106.7361761,-6.171229799999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,106.7378386,-6.187273499999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,106.7324402,-6.1793909000000005,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,106.7419999,-6.1681168999999985,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,106.7324412,-6.1793116999999995,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,106.7324723,-6.184020799999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,106.7376454,-6.190662100000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,106.7401059,-6.1617705,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,106.742215,-6.170584799999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,106.733375,-6.177045999999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,106.7416278,-6.1717661,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,106.74517110000001,-6.174163499999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,106.7421035,-6.170599199999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,106.7271506,-6.1550487,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,106.7551218,-6.184026799999998,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,106.7546265,-6.184298,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,106.7432646,-6.181678800000002,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,106.7402618,-6.184733899999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,106.75514880000001,-6.1840695,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,106.7303011,-6.185465700000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,106.7548108,-6.184370700000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,106.7304424,-6.1855338,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,106.7403775,-6.184816900000003,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,106.73641150000002,-6.189047599999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,106.74994800000002,-6.1804808,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,106.7364111,-6.1889258,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,106.7306583,-6.1861954,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,106.7374649,-6.188884899999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,106.7513671,-6.176713799999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,106.7373595,-6.187260899999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,106.7356339,-6.162422899999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,106.7366342,-6.184807600000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,106.7359701,-6.162339000000001,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,106.7333479,-6.1758888999999995,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
